sample,title,compound,dose,time,vehicle,tissue,is_control,connectivity,in_cohort,in_labelled,dataset
GSM1393280,R020813-022_ORAL GAVAGE_WATER_5 d_Male_95783.CEL,,0 mg/kg,5 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393281,R030916-045_3-METHYLCHOLANTHRENE_300 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95784.CEL,3-Methylcholanthrene,300 mg/kg,3 d,CMC,Liver,False,PPQNQXQZIWHJRB,True,True,drugmatrix_liver
GSM1393282,S030218-121_PIRINIXIC ACID_364 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95785.CEL,Pirinixic Acid,364 mg/kg,5 d,CMC,Liver,False,SZRPDCCEHVWOJX,True,True,drugmatrix_liver
GSM1393283,R020423-067_LOMEFLOXACIN_2000 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95786.CEL,Lomefloxacin,2000 mg/kg,3 d,CMC,Liver,False,ZEKZLJVOYLTDKK,True,True,drugmatrix_liver
GSM1393284,R030916-071_BETA-NAPHTHOFLAVONE_1500 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95787.CEL,Beta-Naphthoflavone,1500 mg/kg,5 d,CMC,Liver,False,OUGIDAPQYNCXRA,True,True,drugmatrix_liver
GSM1393285,R030916-040_3-METHYLCHOLANTHRENE_300 mg/kg_ORAL GAVAGE_CMC_1 d_Male_95788.CEL,3-Methylcholanthrene,300 mg/kg,1 d,CMC,Liver,False,PPQNQXQZIWHJRB,True,True,drugmatrix_liver
GSM1393286,R030916-012_ORAL GAVAGE_CMC_1 d_Male_95789.CEL,,0 mg/kg,1 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393287,S030120-171_KETOROLAC_48 mg/kg_ORAL GAVAGE_WATER_5 d_Male_95790.CEL,Ketorolac,48 mg/kg,5 d,Water,Liver,False,OZWKMVRBQXNZKK,True,True,drugmatrix_liver
GSM1393288,S020122-282_BETA-ESTRADIOL 3-BENZOATE_2 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_95791.CEL,Beta-Estradiol 3-Benzoate,2 mg/kg,1 d,Corn Oil,Liver,False,UYIFTLBWAOGQBI,True,True,drugmatrix_liver
GSM1393289,R020423-141_TOSUFLOXACIN_2000 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95792.CEL,Tosufloxacin,2000 mg/kg,3 d,CMC,Liver,False,WUWFMDMBOJLQIV,True,True,drugmatrix_liver
GSM1393290,R030916-024_ORAL GAVAGE_CMC_5 d_Male_95793.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393291,R020730-007_ORAL GAVAGE_CMC_1 d_Male_95794.CEL,,0 mg/kg,1d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393292,S020513-088_PREDNISOLONE_184 mg/kg_ORAL GAVAGE_WATER_1 d_Male_95796.CEL,Prednisolone,184 mg/kg,1 d,Water,Liver,False,OIGNJSKKLXVSLS,True,True,drugmatrix_liver
GSM1393293,S011211-018_ORAL GAVAGE_CORN OIL_3 d_Male_95797.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393294,S011016-175_MICONAZOLE_920 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95798.CEL,Miconazole,920 mg/kg,3 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1393295,S011113-040_BETA-ESTRADIOL_150 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_95799.CEL,Beta-Estradiol,150 mg/kg,1 d,Corn Oil,Liver,False,VOXZDWNPVJITMN,True,True,drugmatrix_liver
GSM1393296,S011023-093_ETHINYLESTRADIOL_1480 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95800.CEL,Ethinylestradiol,1480 mg/kg,3 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1393297,S011030-189_DIETHYLSTILBESTROL_280 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95801.CEL,Diethylstilbestrol,280 mg/kg,3 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1393298,S011127-077_FLUVASTATIN_5 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_95802.CEL,Fluvastatin,5 mg/kg,1 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1393299,S011023-103_DEXAMETHASONE_1 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_95803.CEL,Dexamethasone,1 mg/kg,3 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1393300,S011023-106_DEXAMETHASONE_1 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_95804.CEL,Dexamethasone,1 mg/kg,5 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1393301,S011030-192_DIETHYLSTILBESTROL_280 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_95805.CEL,Diethylstilbestrol,280 mg/kg,5 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1393302,S011023-074_ETHINYLESTRADIOL_10 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95807.CEL,Ethinylestradiol,10 mg/kg,0.25 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1393303,S010924-077_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_95808.CEL,Carbon Tetrachloride,1175 mg/kg,1 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393304,R030916-009_ORAL GAVAGE_CMC_1 d_Male_95809.CEL,,0 mg/kg,1 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393305,S010924-125_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_95810.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,1 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393306,S030218-018_ORAL GAVAGE_WATER_3 d_Male_95812.CEL,,0 mg/kg,3 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393307,"R030916-092_2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN_.02 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95813.CEL","2,3,7,8-Tetrachlorodibenzo-P-Dioxin",0.02 mg/kg,3 d,CMC,Liver,False,HGUFODBRKLSHSI,True,True,drugmatrix_liver
GSM1393308,S030218-116_PIRINIXIC ACID_364 mg/kg_ORAL GAVAGE_CMC_1 d_Male_95814.CEL,Pirinixic Acid,364 mg/kg,1 d,CMC,Liver,False,SZRPDCCEHVWOJX,True,True,drugmatrix_liver
GSM1393309,S020122-230_SUBCUTANEOUS_CORN OIL_3 d_Male_95816.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393310,S020122-236_SUBCUTANEOUS_CORN OIL_5 d_Male_95817.CEL,,0 mg/kg,5 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393311,S030218-117_PIRINIXIC ACID_364 mg/kg_ORAL GAVAGE_CMC_3 d_Male_95818.CEL,Pirinixic Acid,364 mg/kg,3 d,CMC,Liver,False,SZRPDCCEHVWOJX,True,True,drugmatrix_liver
GSM1393312,CVD040520-130_THIOACETAMIDE_200 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_95819.CEL,Thioacetamide,200 mg/kg,5 d,Saline,Liver,False,YUKQRDCYNOVPGJ,True,True,drugmatrix_liver
GSM1393313,"S010924-248_N,N-DIMETHYLFORMAMIDE_700 mg/kg_ORAL GAVAGE_SALINE_3 d_Male_95820.CEL","N,N-Dimethylformamide",700 mg/kg,3 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1393314,S020610-016_SUBCUTANEOUS_CORN OIL_3 d_Male_95822.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393315,S020506-251_INTRAVENOUS_SALINE_1 d_Male_95823.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393316,S020415-014_INTRAVENOUS_SALINE_3 d_Male_95824.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393317,S020429-005_ORAL GAVAGE_CORN OIL_.25 d_Male_95825.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393318,R030409-005_ORAL GAVAGE_CMC_5 d_Male_95826.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393319,S020610-263_BETAMETHASONE_79 mg/kg_SUBCUTANEOUS_CORN OIL_5 d_Male_95827.CEL,Betamethasone,79 mg/kg,5 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1393320,S011002-154_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95828.CEL,Bezafibrate,100 mg/kg,7 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1393321,S020108-020_INTRAVENOUS_SALINE_5 d_Male_95829.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393322,S020415-135_LETROZOLE_250 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95830.CEL,Letrozole,250 mg/kg,0.25 d,Corn Oil,Liver,False,HPJKCIUCZWXJDR,True,True,drugmatrix_liver
GSM1393323,S020610-304_HYDROCORTISONE_56 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_95831.CEL,Hydrocortisone,56 mg/kg,1 d,Corn Oil,Liver,False,JYGXADMDTFJGBT,True,True,drugmatrix_liver
GSM1393324,S020610-010_SUBCUTANEOUS_CORN OIL_1 d_Male_95832.CEL,,0 mg/kg,1 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393325,S020429-001_ORAL GAVAGE_CORN OIL_.25 d_Male_95833.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393326,S020108-099_ORAL GAVAGE_SALINE_.25 d_Male_95834.CEL,,0 mg/kg,0.25 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393327,R030409-042_ALPHA-NAPHTHOFLAVONE_80 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95835.CEL,Alpha-Naphthoflavone,80 mg/kg,5 d,CMC,Liver,False,VFMMPHCGEFXGIP,True,False,drugmatrix_liver
GSM1393328,CVD040520-006_INTRAPERITONEAL_SALINE_5 d_Male_95836.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393329,CVD040520-001_INTRAPERITONEAL_SALINE_1 d_Male_95837.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393330,S020318-001_ORAL GAVAGE_WATER_.25 d_Male_95838.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393331,S020506-286_EPIRUBICIN_2.7 mg/kg_INTRAVENOUS_SALINE_5 d_Male_95839.CEL,Epirubicin,2.7 mg/kg,5 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393332,S010924-030_ORAL GAVAGE_SALINE_1 d_Male_95840.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393333,R030409-001_ORAL GAVAGE_CMC_5 d_Male_95841.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393335,S020122-267_BETA-ESTRADIOL 3-BENZOATE_0.25 mg/kg_SUBCUTANEOUS_CORN OIL_0.25 d_Male_95843.CEL,Beta-Estradiol 3-Benzoate,0.25 mg/kg,0.25 d,Corn Oil,Liver,False,UYIFTLBWAOGQBI,True,True,drugmatrix_liver
GSM1393336,S011002-204_GEMFIBROZIL_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95844.CEL,Gemfibrozil,100 mg/kg,7 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1393337,S010924-031_ORAL GAVAGE_SALINE_3 d_Male_95845.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393338,S010924-122_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95846.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,0.25 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393339,S020122-220_SUBCUTANEOUS_CORN OIL_.25 d_Male_95847.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393340,S020318-109_HYDRAZINE_45 mg/kg_ORAL GAVAGE_WATER_.25 d_Male_95848.CEL,Hydrazine,45 mg/kg,0.25 d,Water,Liver,False,OAKJQQAXSVQMHS,True,True,drugmatrix_liver
GSM1393341,S010924-073_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95849.CEL,Carbon Tetrachloride,1175 mg/kg,0.25 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393342,R030409-002_ORAL GAVAGE_CMC_5 d_Male_95850.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393343,R030409-043_ALPHA-NAPHTHOFLAVONE_80 mg/kg_ORAL GAVAGE_CMC_5 d_Male_95851.CEL,Alpha-Naphthoflavone,80 mg/kg,5 d,CMC,Liver,False,VFMMPHCGEFXGIP,True,False,drugmatrix_liver
GSM1393344,S020506-257_INTRAVENOUS_SALINE_3 d_Male_95852.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393345,S020610-264_BETAMETHASONE_79 mg/kg_SUBCUTANEOUS_CORN OIL_5 d_Male_95853.CEL,Betamethasone,79 mg/kg,5 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1393346,S020429-002_ORAL GAVAGE_CORN OIL_.25 d_Male_95854.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393347,S020311-091_VINBLASTINE_.3 mg/kg_INTRAVENOUS_SALINE_3 d_Male_95855.CEL,Vinblastine,0.3 mg/kg,3 d,Saline,Liver,False,JXLYSJRDGCGARV,True,True,drugmatrix_liver
GSM1393348,S020115-100_ORAL GAVAGE_WATER_.25 d_Male_95857.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393349,S010924-001_ORAL GAVAGE_CORN OIL_.25 d_Male_95858.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393350,"S010924-249_N,N-DIMETHYLFORMAMIDE_700 mg/kg_ORAL GAVAGE_SALINE_3 d_Male_95859.CEL","N,N-Dimethylformamide",700 mg/kg,3 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1393351,S020108-008_INTRAVENOUS_SALINE_1 d_Male_95860.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393352,S020311-020_INTRAVENOUS_SALINE_5 d_Male_95861.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393353,S020610-305_HYDROCORTISONE_56 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_95862.CEL,Hydrocortisone,56 mg/kg,1 d,Corn Oil,Liver,False,JYGXADMDTFJGBT,True,True,drugmatrix_liver
GSM1393354,CVD040520-131_THIOACETAMIDE_200 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_95863.CEL,Thioacetamide,200 mg/kg,5 d,Saline,Liver,False,YUKQRDCYNOVPGJ,True,True,drugmatrix_liver
GSM1393355,S020429-006_ORAL GAVAGE_CORN OIL_.25 d_Male_95864.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393356,CVD040520-002_INTRAPERITONEAL_SALINE_1 d_Male_95865.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393357,S020325-242_ORAL GAVAGE_WATER_.25 d_Male_95866.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393358,S020506-280_EPIRUBICIN_2.7 mg/kg_INTRAVENOUS_SALINE_1 d_Male_95867.CEL,Epirubicin,2.7 mg/kg,1 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393359,S010924-032_ORAL GAVAGE_SALINE_3 d_Male_95868.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393360,S011002-226_GEMFIBROZIL_700 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95869.CEL,Gemfibrozil,700 mg/kg,7 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1393361,S020122-217_SUBCUTANEOUS_CORN OIL_.25 d_Male_95870.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393362,S011002-155_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95872.CEL,Bezafibrate,100 mg/kg,7 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1393363,S010924-123_1-NAPHTHYL ISOTHIOCYANATE_60 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95873.CEL,1-Naphthyl Isothiocyanate,60 mg/kg,0.25 d,Corn Oil,Liver,False,JBDOSUUXMYMWQH,True,False,drugmatrix_liver
GSM1393364,S020610-019_SUBCUTANEOUS_CORN OIL_5 d_Male_95874.CEL,,0 mg/kg,5 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393365,S020506-287_EPIRUBICIN_2.7 mg/kg_INTRAVENOUS_SALINE_5 d_Male_95875.CEL,Epirubicin,2.7 mg/kg,5 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393366,S020506-288_EPIRUBICIN_2.7 mg/kg_INTRAVENOUS_SALINE_5 d_Male_95876.CEL,Epirubicin,2.7 mg/kg,5 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393367,CVD040520-003_INTRAPERITONEAL_SALINE_1 d_Male_95877.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393369,S020429-003_ORAL GAVAGE_CORN OIL_.25 d_Male_95879.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393370,S020311-008_INTRAVENOUS_SALINE_1 d_Male_95880.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393371,S020122-222_SUBCUTANEOUS_CORN OIL_.25 d_Male_95881.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393372,S020415-133_LETROZOLE_250 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95883.CEL,Letrozole,250 mg/kg,0.25 d,Corn Oil,Liver,False,HPJKCIUCZWXJDR,True,True,drugmatrix_liver
GSM1393373,CVD040520-004_INTRAPERITONEAL_SALINE_5 d_Male_95885.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393374,S011002-156_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95886.CEL,Bezafibrate,100 mg/kg,7 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1393375,CVD040520-132_THIOACETAMIDE_200 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_95887.CEL,Thioacetamide,200 mg/kg,5 d,Saline,Liver,False,YUKQRDCYNOVPGJ,True,True,drugmatrix_liver
GSM1393376,S020311-014_INTRAVENOUS_SALINE_3 d_Male_95888.CEL,,0 mg/kg,3 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393377,S020311-092_VINBLASTINE_.3 mg/kg_INTRAVENOUS_SALINE_3 d_Male_95889.CEL,Vinblastine,0.3 mg/kg,3 d,Saline,Liver,False,JXLYSJRDGCGARV,True,True,drugmatrix_liver
GSM1393378,S020122-265_BETA-ESTRADIOL 3-BENZOATE_0.25 mg/kg_SUBCUTANEOUS_CORN OIL_0.25 d_Male_95890.CEL,Beta-Estradiol 3-Benzoate,0.25 mg/kg,0.25 d,Corn Oil,Liver,False,UYIFTLBWAOGQBI,True,True,drugmatrix_liver
GSM1393379,S020506-281_EPIRUBICIN_2.7 mg/kg_INTRAVENOUS_SALINE_1 d_Male_95891.CEL,Epirubicin,2.7 mg/kg,1 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393380,S020415-020_INTRAVENOUS_SALINE_5 d_Male_95892.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393381,R030409-003_ORAL GAVAGE_CMC_5 d_Male_95893.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393382,S020318-110_HYDRAZINE_45 mg/kg_ORAL GAVAGE_WATER_.25 d_Male_95894.CEL,Hydrazine,45 mg/kg,0.25 d,Water,Liver,False,OAKJQQAXSVQMHS,True,True,drugmatrix_liver
GSM1393383,S010924-002_ORAL GAVAGE_CORN OIL_.25 d_Male_95895.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393384,S011002-202_GEMFIBROZIL_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95896.CEL,Gemfibrozil,100 mg/kg,7 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1393385,S020205-173_ORAL GAVAGE_WATER_.25 d_Male_95897.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393386,S010924-074_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95898.CEL,Carbon Tetrachloride,1175 mg/kg,0.25 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393387,S020610-306_HYDROCORTISONE_56 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_95899.CEL,Hydrocortisone,56 mg/kg,1 d,Corn Oil,Liver,False,JYGXADMDTFJGBT,True,True,drugmatrix_liver
GSM1393388,S010924-003_ORAL GAVAGE_CORN OIL_.25 d_Male_95900.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393389,CVD040520-005_INTRAPERITONEAL_SALINE_5 d_Male_95901.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393390,S011002-228_GEMFIBROZIL_700 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95902.CEL,Gemfibrozil,700 mg/kg,7 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1393391,"S010924-247_N,N-DIMETHYLFORMAMIDE_700 mg/kg_ORAL GAVAGE_SALINE_3 d_Male_95903.CEL","N,N-Dimethylformamide",700 mg/kg,3 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1393392,S020211-150_ORAL GAVAGE_WATER_.25 d_Male_95904.CEL,,0 mg/kg,0.25 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1393393,S020610-262_BETAMETHASONE_79 mg/kg_SUBCUTANEOUS_CORN OIL_5 d_Male_95905.CEL,Betamethasone,79 mg/kg,5 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1393394,S020610-013_SUBCUTANEOUS_CORN OIL_3 d_Male_95906.CEL,,0 mg/kg,3 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393395,S020506-263_INTRAVENOUS_SALINE_5 d_Male_95907.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393396,R030409-004_ORAL GAVAGE_CMC_5 d_Male_95908.CEL,,0 mg/kg,5 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393397,S020506-282_EPIRUBICIN_2.7 mg/kg_INTRAVENOUS_SALINE_1 d_Male_95909.CEL,Epirubicin,2.7 mg/kg,1 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393398,S011002-012_ORAL GAVAGE_CORN OIL_7 d_Male_95910.CEL,,0 mg/kg,7 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393399,S020415-134_LETROZOLE_250 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95911.CEL,Letrozole,250 mg/kg,0.25 d,Corn Oil,Liver,False,HPJKCIUCZWXJDR,True,True,drugmatrix_liver
GSM1393400,S020429-004_ORAL GAVAGE_CORN OIL_.25 d_Male_95912.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393401,S010924-010_ORAL GAVAGE_CORN OIL_7 d_Male_95914.CEL,,0 mg/kg,7 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393402,S010924-011_ORAL GAVAGE_CORN OIL_7 d_Male_95915.CEL,,0 mg/kg,7 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393403,S010924-012_ORAL GAVAGE_CORN OIL_7 d_Male_95916.CEL,,0 mg/kg,7 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393404,S010924-036_ORAL GAVAGE_SALINE_7 d_Male_95917.CEL,,0 mg/kg,7 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393405,S010924-075_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_95918.CEL,Carbon Tetrachloride,1175 mg/kg,0.25 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393406,S010924-082_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_95919.CEL,Carbon Tetrachloride,1175 mg/kg,7 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1393407,S011002-250_ALLYL ALCOHOL_16 mg/kg_INTRAPERITONEAL_SALINE_7 d_Male_95920.CEL,Allyl Alcohol,16 mg/kg,7 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1393408,S020122-219_SUBCUTANEOUS_CORN OIL_.25 d_Male_95921.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1393409,S020122-266_BETA-ESTRADIOL 3-BENZOATE_0.25 mg/kg_SUBCUTANEOUS_CORN OIL_0.25 d_Male_95922.CEL,Beta-Estradiol 3-Benzoate,0.25 mg/kg,0.25 d,Corn Oil,Liver,False,UYIFTLBWAOGQBI,True,True,drugmatrix_liver
GSM1393410,S020311-093_VINBLASTINE_.3 mg/kg_INTRAVENOUS_SALINE_3 d_Male_95923.CEL,Vinblastine,0.3 mg/kg,3 d,Saline,Liver,False,JXLYSJRDGCGARV,True,True,drugmatrix_liver
